,,159.0,122.99999999999999,61.49999999999999,41.0,30.749999999999996,24.599999999999998,20.5,17.57142857142857,15.374999999999998,13.666666666666664,12.299999999999999,11.18181818181818,10.25,9.461538461538462,8.785714285714285,8.2,7.687499999999999,7.235294117647059,6.833333333333332,6.473684210526315,6.1499999999999995,5.857142857142857,5.59090909090909,5.3478260869565215,5.125,4.919999999999999,4.730769230769231,4.555555555555555,4.392857142857142,4.241379310344827,4.1,3.9677419354838706,3.8437499999999996,3.727272727272727,3.6176470588235294,3.514285714285714,3.416666666666666,3.324324324324324,3.2368421052631575,3.1538461538461533,3.0749999999999997,2.9999999999999996,2.9285714285714284,2.8604651162790695,2.795454545454545,2.733333333333333,2.6739130434782608,2.6170212765957444,2.5625,2.5102040816326525,2.4599999999999995,2.411764705882353,2.3653846153846154,2.320754716981132,2.2777777777777777,2.2363636363636363,2.196428571428571,2.1578947368421053,2.1206896551724137,2.084745762711864,2.05,2.0163934426229506
b 1 100,No.2 spread,58929.76968259934,56265.720790747444,48816.654016027365,38109.602857438644,26407.775317336724,16516.186062855242,11492.43032450055,11106.97019388798,10896.295460365753,8953.591587096878,6059.766159455647,4635.27857878538,5774.67055412821,6838.613586709038,6597.007154817701,5328.636949478975,4185.228195856556,4277.592050216557,4871.221135669165,4850.714843197636,4048.412605647017,3116.79742596378,3093.7022505417804,3720.206161339803,3974.9522812475593,3536.69207596731,2776.315240242705,2572.7963102185204,3097.1520218058176,3482.1597966541362,3254.4724334078983,2542.13933472163,2054.076375611968,2427.2802685779147,2975.687110481709,3035.2255564935826,2534.95592779664,1923.137170012668,1990.2418192776527,2538.4917169651994,2795.9056623718266,2506.8057970515056,1907.0294038015932,1717.7666924289554,2204.4370265210896,2623.8977740053742,2547.2770749102347,2021.1958283300432,1564.5889238144557,1829.3121067464547,2344.343760673586,2489.6882558583234,2144.035434807689,1619.440623258933,1609.1784879868114,2100.0865422179686,2403.3304230887006,2235.779974303045,1742.5985485818312,1508.852957154521,1899.3240080502605,2314.2429917879576
b 4 55,No.2 spread,37937.978535891016,36021.78194772477,30675.074582957943,23028.30777129059,14778.341779490986,8255.249546758952,6523.504625079642,7749.989106898172,7860.504924878508,6304.55902404059,4150.140688503404,3514.4021401995947,4553.719524180551,5105.709794218844,4464.46634716041,2935.3114733339075,1776.1465982503012,2564.3890331135285,3492.037094771784,3539.564312535728,2720.9949394613823,1657.3104748468286,1730.1704585983762,2532.251662210834,2827.1538863588544,2361.102649396116,1392.3816453306354,1024.7213604968874,1844.770912487638,2411.955623583417,2327.078267941007,1682.186720704234,1046.8463378304511,1390.5911081704758,1979.870230897825,2108.76917120804,1691.0053908846787,1022.9404893717849,1012.7093021312553,1604.2030690780207,1911.5014821267157,1713.729873173268,1146.4728507745992,838.694631906678,1310.2470092038334,1734.99972501159,1725.7306856923055,1291.2356119617734,798.4934739828685,1019.608051501131,1507.4404768263369,1668.4644541703249,1400.779737482234,905.7104529746886,842.2855228478073,1297.759426422523,1578.5099993294252,1461.914908242813,1039.8968827286487,794.2144069647405,1145.5738494910968,1497.1966472572544
b 5 60,No.2 spread,39011.93022485,37057.52525533874,31608.785799930356,23833.200307581817,15488.87813085755,8967.634824656563,7129.07970540438,8138.215252596165,8114.035951516777,6472.255509659504,4314.555656871735,3764.971538509099,4807.974986120409,5305.038761863241,4576.70026460281,2965.876894806421,1865.2705042767955,2790.550399098161,3759.3453055297964,3797.010515936161,2945.022119201432,1872.697262270936,1937.6440999793797,2733.0206503774702,3027.7372225198164,2550.7947793385433,1586.895184423671,1223.631757188145,1991.9363148535906,2548.68144058209,2449.995994289246,1789.8554512153792,1171.1982158753517,1522.849036790688,2112.7305094104927,2233.5245575932054,1797.1151908535564,1127.229653699655,1137.4980739300388,1737.4420748679474,2050.0561318036694,1843.9017133967332,1264.8739839560255,952.1730262055661,1412.4122679919549,1844.3637533832955,1837.127605443621,1399.2066976052793,915.2450171399346,1123.386200798104,1607.2732446463442,1768.4928681613471,1496.7523686504558,1009.8856513933872,959.3455284494291,1409.0173500141238,1688.0764727779979,1563.193479458568,1133.6419751140431,896.1780715834,1250.6159618370689,1609.5321643773334
b 6 65,No.2 spread,40581.85288358955,38563.84578538121,32945.63137340191,24959.32932292991,16478.616003723237,10048.933771991122,8292.896061874559,9129.77346828726,8942.618445810223,7175.6451324079335,4994.322211226316,4468.296133157475,5470.915260773558,5936.73522912007,5147.079320956756,3436.2622498012,2151.1574150303686,2921.911945052668,3923.076508775555,4002.59745834245,3157.189946727307,2041.4560726413238,2002.8667813109373,2777.153058350899,3086.4945128665236,2619.578196055038,1673.2842598292445,1354.3445933536905,2126.0991711104825,2687.029344307494,2581.9062685369577,1907.080109222089,1285.1458563271299,1634.3085567983005,2236.824417134269,2366.9682162407184,1927.4636980352432,1248.7227717362516,1226.3476133017914,1816.5325466974057,2138.100221367895,1936.600462550688,1361.0146459887967,1050.3389567147767,1494.880617457726,1926.2030926306004,1917.0380731434598,1473.6615918056905,995.0680208406583,1205.6905881249913,1693.8876305012657,1857.3480278669515,1579.7865329628278,1086.7759283293194,1031.6678253210082,1483.402862385188,1770.5084370775492,1648.4901606199328,1220.1371973760304,982.8610286748637,1326.3361061465373,1685.0382315508994
b 6 70,No.2 spread,41741.99278412685,39696.05676763586,33998.23305165276,25890.48562133053,17248.67741021679,10560.639981831033,8401.388724248076,9025.269088905765,8783.25488026248,6993.270133497124,4791.460930096833,4307.836932799784,5373.7357786109305,5859.595951691148,5075.965342105572,3401.7610624834124,2274.739391362379,3131.49910036203,4114.331912194921,4159.206345069269,3279.8963343831106,2148.8819623126765,2097.682773230587,2856.236504789477,3152.7392969184793,2671.714700804495,1729.7590365672993,1454.7861699637272,2234.965039631228,2793.5716182715146,2678.717697496213,1992.0606825013926,1363.195798245047,1693.8194159900545,2287.827586885172,2410.3319991022695,1960.923922647662,1285.0306769511453,1287.42871922053,1887.764420810571,2210.7338377284086,2004.4893038127807,1427.495881455409,1125.1017136349235,1564.336928144549,1992.55833868914,1977.9496893705955,1528.5332209920682,1056.0520055183945,1271.589296235725,1761.4732793787666,1924.5610382763323,1642.6468728506538,1148.7036950667489,1093.391617018459,1542.6556240359303,1830.7746619535212,1706.9231786412872,1277.3595650546436,1044.1054773226883,1386.7500341120744,1747.5062473386467
b 6 75,No.2 spread,43667.12475305159,41544.25781198632,35634.99966576071,27236.110120007004,18304.11459132763,11397.903573010957,9038.052681797482,9498.853749369391,9153.36794709968,7288.544556523051,5106.067452553912,4736.282845941273,5830.421031783577,6284.546267872579,5442.556347157581,3758.530636375306,2768.823012826393,3645.618114048042,4603.897071102175,4606.761437605366,3676.8156563375373,2539.589752657056,2479.4431748494544,3209.371367867864,3489.1183765915107,2979.067030859432,2021.8825050548128,1736.2955466787316,2489.2880790090167,3054.7005801766372,2935.4511012431913,2232.1163358797808,1590.1306338173772,1882.2631495620221,2469.2225515268715,2589.9269856588967,2127.592961198984,1448.478041311613,1452.1068282879617,2056.223106804487,2388.8546314122796,2180.3304804617087,1599.8284323479238,1299.6354757082938,1724.4779159448271,2154.066817237326,2136.5385054826506,1678.3786001159258,1210.0254122500792,1420.3967213070896,1913.1115298973423,2079.6113745507137,1792.2206385999289,1297.847162115839,1241.7703176201412,1687.0792683116629,1979.4419845502398,1853.053830194961,1420.267587615148,1190.6045329138628,1528.2956340275175,1892.9743472891305
b 6 80,No.2 spread,45343.24929377516,43163.54183322411,37096.945945889245,28477.765075080963,19317.3783021512,12214.57897196426,9642.374132375235,9951.358279983317,9542.106525919718,7641.051522157955,5447.069225269028,5052.329004078689,6113.037568374031,6551.601074484604,5691.261885954462,3996.5678719685366,3007.9722990143787,3852.2189927839268,4802.62298760138,4799.043792060621,3853.7806666774413,2701.0433781923593,2614.549855673681,3330.7870741253837,3608.821493695556,3092.016213133177,2127.949287215353,1833.6632441126312,2578.1410481069743,3146.530151733099,3025.526364428172,2317.4847423017186,1681.5018075198648,1975.918984256322,2564.709318021194,2684.5487600824367,2216.6427398870132,1539.1017749206078,1544.488442375719,2147.3841473140587,2482.0164552223196,2270.7883382425616,1687.941949612528,1389.1868634426628,1808.3987481644388,2238.4374186498617,2219.229158028926,1756.6204936476852,1288.8292250536285,1495.2997156352246,1988.4991253353403,2156.168609510928,1865.9847817372936,1371.3264510198903,1315.8909067624131,1760.4121714337427,2054.975900506511,1927.5643031637292,1493.7850180938124,1266.6740578583604,1602.7573730613453,1969.2689432485915
b 7 80,No.2 spread,45194.46826360761,43015.00796014713,36958.05941250557,28388.043149692396,19381.838192579406,12637.139825532482,10440.904414279497,10780.287694126317,10265.003931755231,8257.78743616976,5999.403448735823,5535.286085358687,6546.318516242988,6976.544005649997,6089.536398901626,4286.200672747077,2997.693107500179,3637.4968633486938,4600.007047486531,4650.719872174985,3747.2536239871188,2594.8523309755824,2487.5452205244537,3206.836791645019,3491.2904184936,2980.1244293067575,2024.2974440585124,1780.8741855036355,2574.1658118709097,3157.180139022011,3040.2158364421343,2335.137196178867,1707.471842579377,2008.3129726500879,2601.7132919078426,2728.009558079346,2267.993025491634,1595.7425987422057,1577.8038777075335,2155.9268147260614,2479.3297223192753,2260.6499777277972,1670.630300656582,1373.3270145298193,1806.7138330779908,2246.3573957286926,2231.8672667580013,1769.6958712321607,1295.7676220582305,1493.697853453927,1986.5890857705933,2157.6989812518086,1872.6787006580053,1384.7721160087972,1330.5730465374006,1769.163912445245,2058.9139056033905,1928.0917463520332,1493.4593954696036,1272.0515103884043,1615.1379896236833,1984.564997794178
b 7 85,No.2 spread,46161.56493622332,43963.15729220658,37850.46716915363,29188.425359322195,20040.444615600172,13041.574475387208,10477.575612788223,10609.236514804847,10033.281722021375,8002.005286498292,5721.433276922573,5295.27725401274,6370.423719775559,6829.008600060008,5959.473433733399,4201.852391807195,3053.306436855411,3797.59974823853,4763.098252846932,4794.010227249624,3875.0082739710424,2730.5865620634604,2625.9335813972466,3326.8814734035373,3597.8541340727343,3074.7899082358394,2111.1858822787235,1851.2836284809987,2628.172574542146,3209.4205033997887,3090.3752035830316,2377.4295039635804,1731.074429228657,2012.2756875789698,2602.001239288505,2727.8647523872028,2266.5294279912796,1597.412667196751,1594.5581385744222,2182.588213289582,2509.3228468460998,2291.047198000752,1703.5649103479209,1412.260598012818,1843.670260389141,2280.71334621827,2262.884387765135,1797.154716956333,1323.4891331723518,1522.6834700669406,2017.0953605638083,2189.130197551162,1903.5798700930466,1416.044355132008,1360.9022304677064,1797.2195489087376,2086.438459736345,1954.3226235198763,1518.4022257896563,1297.1186897972623,1640.024848548053,2010.4243565521974
