,,0x3e1c,0x300b,0x1805,0x1004,0xc02,0x99c,0x802,0x6dd,0x601,0x556,0x4ce,0x45e,0x401,0x3b2,0x36e,0x333,0x300,0x2d3,0x2ab,0x287,0x267,0x249,0x22f,0x216,0x200,0x1eb,0x1d9,0x1c7,0x1b7,0x1a8,0x199,0x18c,0x180,0x174,0x169,0x15f,0x155,0x14c,0x143,0x13b,0x133,0x12b,0x124,0x11e,0x117,0x111,0x10b,0x105,0x100,0xfb,0xf5,0xf1,0xec,0xe8,0xe3,0xdf,0xdb,0xd7,0xd4,0xd0,0xcc,0xc9
b 13 75,Shock kt,373999.5022266151,365003.7967746024,339363.19499609066,300896.2574928148,255267.47517214963,209035.255796676,168398.88693806969,137561.0626814463,117056.46419475206,103807.25983193763,93886.70197257187,85162.96345776165,77491.80855002462,71397.33691817585,66883.31449563421,63282.578339049884,59904.38829235582,56546.98025069692,53422.22868546573,50748.75700151943,48481.5440142739,46402.0296600407,44377.48239792301,42471.50903299433,40822.82956379016,39464.198243956496,38285.556487773625,37156.372095672865,36044.96512750024,35009.66978347006,34097.63199401403,33278.23843899441,32480.06518783547,31673.57224253175,30899.187198938103,30215.277393031116,29631.9174172402,29105.676478564186,28593.690534251862,28098.100717572983,27651.979169130238,27269.96955285718,26925.038520113,26577.119747931174,26216.456762405793,25870.67563773773,25570.179294987167,25314.263367753152,25076.789564269377,24841.279988354872,24621.401332916543,24443.057028399606,24310.95365231074,24200.414313772115,24083.83677449335,23959.595584607458,23849.895556931762,23771.780666273466,23716.814394676487,23663.548203684342,23606.561403816842,23566.098346760493
b 13 80,Shock kt,399718.22214683366,390106.853047863,362711.00867863616,321609.4060693476,272852.35780494544,223444.86925124013,180008.7099984637,147035.1604682157,125101.59803359755,110927.7009378454,100321.3764312763,91002.82395220254,82813.91042640575,76310.9400500653,71495.67590665998,67654.62806672831,64049.851715581935,60465.62678649064,57127.883812767264,54270.06403706005,51844.615944651276,49618.90932225525,47451.72967160246,45411.1915805561,43645.53890049477,42189.99725259915,40927.36758325719,39718.45876782192,38529.41943498562,37422.37862031152,36447.50470105484,35571.98076459996,34719.431263315186,33858.173094845806,33031.206022305276,32300.72307119592,31677.45105244653,31115.069955881372,30567.870502890728,30038.14780079457,29561.190651032364,29152.633186484705,28783.65416055466,28411.528118945593,28025.860993679285,27656.138784056064,27334.812386084395,27061.145996617768,26807.26132048807,26555.57151707171,26320.636669045216,26130.067162171043,25988.86394992247,25870.68757428556,25746.081574876705,25613.30391088222,25496.039135764007,25412.474260041206,25353.62242367057,25296.619750052858,25235.699024817757,25192.467164228565
b 13 85,Shock kt,425678.90534142934,415448.0039666442,386286.02569383825,342533.86484427244,290630.5987710101,238030.97280415762,191781.3772544888,156661.43160862866,133288.8116896696,118178.86981992151,106874.1022040706,96947.11164520508,88226.12333001435,81300.2298374818,76170.27922688688,72077.4434654198,68236.93390232077,64419.01326152239,60863.551672308946,57818.66725556594,55233.97627287172,52862.32761570189,50553.57427946864,48379.970526861536,46498.96831939885,44947.984259857185,43602.47420974449,42314.482693137135,41047.953086061396,39868.815899997,38830.308892272136,37897.506484666745,36989.20859843807,36071.72167097983,35190.74165947164,34412.395198784914,33748.13936962856,33148.79904168457,32565.810233195152,32001.58274572163,31493.567062205722,31058.32775604141,30665.200958218593,30268.761167775727,29857.952825300486,29464.113279739133,29121.74472839118,28830.091659746773,28559.551642699418,28291.444687465522,28041.23732962874,27838.25573609884,27687.798887253775,27561.863044354915,27429.13156060516,27287.737970203445,27162.839346239783,27073.761077013263,27010.965058024216,26950.174781969596,26885.281489152887,26839.259870611648
b 13 90,Shock kt,451604.76278305554,440754.7429642134,409827.63665150583,363425.8511033969,308376.27647174476,252582.46405300524,203515.12579231148,166243.41195047743,141427.84802924897,125381.14288892185,113379.80248509257,102847.33841500424,93597.29670704392,86251.21039287222,80809.02779038319,76466.61727240737,72392.31017589355,68342.31195093587,64570.453712679766,61339.61490479774,58596.663481263924,56079.95676077741,53630.401738530614,51324.3859707834,49328.60392522409,47682.72570560467,46254.91560615915,44888.480549296764,43545.165763094454,42294.6992171425,41193.36974886105,40204.10486702288,39240.827355726346,38267.78097191341,37333.321285471044,36507.498520524714,35802.51789330364,35166.3852781766,34547.723136620894,33949.09311781332,33410.135748225955,32948.361098196634,32531.26175032259,32110.69908578406,31674.939924261682,31257.1623631398,30893.91830347973,30584.437341430483,30297.39875667552,30013.032072281265,29747.708105094312,29532.46226578403,29372.88262352638,29239.29299977337,29098.512421055642,28948.551497306464,28816.046381822038,28721.4697505121,28654.739751824924,28590.17088328609,28521.31275600275,28472.505987947396
b 13 95,Shock kt,477534.39765629,466063.04858249496,433364.71773158637,384304.9135880809,326100.9409316379,267108.7041981344,215227.2844615482,175818.00319985827,149582.07731355485,132622.8435171518,119945.2419566502,108821.87030955787,99051.43129341667,91287.89514735136,85530.98567161664,80933.0898511832,76617.80652281412,72328.84757280488,68334.77702907733,64913.35809190531,62008.39633170702,59343.25169162015,56749.42231115145,54307.18646121041,52192.55851097097,50447.83386806174,48934.378319904994,47487.171545592,46065.971101722185,44744.26119582115,43581.08008284316,42536.728228788445,41519.751301926335,40491.94623177868,39504.12404476341,38630.25399682737,37883.46781456473,37209.241158817254,36553.67730543649,35919.706205432514,35349.25483283588,34860.7507063768,34419.72322818828,33975.16670906318,33514.53507667049,33072.762035350854,32688.425786487645,32360.773864192804,32056.8340166051,31755.816598826103,31475.049926362484,31247.303165762263,31078.45001224413,30937.119850902513,30788.239750288874,30629.674408504405,30489.52540368124,30389.40854237803,30318.701100488386,30250.31460125434,30177.46271086532,30125.85558822782
b 14 55,Shock kt,259273.78106580826,253093.46752942057,235484.93001104472,209091.70315531423,177831.60290278905,146227.0005532127,118513.87940698948,97487.43237018053,83394.11035956121,74087.98332346106,66946.31519087512,60589.83638458534,54970.68284251469,50479.8463916861,47143.545421978044,44515.40816994888,42116.781261828975,39793.517139569965,37669.263168145335,35869.402006514065,34341.224953415505,32921.064468732795,31512.290878278734,30158.544112953885,28959.73576356586,27947.95350828728,27060.01650791045,26217.47839077997,25405.93132216865,24668.282873188553,24035.443028489288,23481.437251797783,22950.258523433156,22414.08354835161,21893.647034033507,21423.803179901417,21009.466629352384,20622.44054706362,20237.52938516382,19861.634678741502,19523.037064073196,19236.586757837722,18986.757396540557,18746.638684665504,18507.63534538213,18284.787527987974,18093.947410950906,17929.820068467066,17770.988752174035,17604.50681542117,17440.03850368273,17297.55628525665,17184.0973496317,17087.25696832902,16992.14990984495,16900.305173038705,16827.700966005257,16784.788801898576,16762.903493036665,16743.49968218608,16718.829498827756,16699.31484043706
b 14 60,Shock kt,283471.0069069107,276717.166434792,257474.3832686701,228630.93723206222,194467.2448548127,159923.9498179896,129628.4898238604,106634.7746162664,91214.62805181181,81028.07712486156,73212.19884926423,66259.18437230565,60114.37649616925,55203.03317393402,51553.168790406,48677.44472556583,46053.304966686774,43512.328077197635,41189.381267598474,39221.342679999754,37550.71268451369,35998.75191394987,34459.73318131873,32980.953633059624,31671.17348249855,30565.274615421415,29594.323837384814,28672.811356721963,27785.122054500644,26978.171883266896,26285.764391464538,25679.594412070575,25098.533106050425,24512.16142516394,23943.035224952866,23429.141249343098,22975.836759944643,22552.377780674768,22131.30144173027,21720.16093079171,21349.829594021277,21036.520271202036,20763.29207125014,20500.76920462949,20239.546698203274,19996.002484166074,19787.40366133105,19607.95316023217,19434.27306598122,19252.233828949156,19072.382556873155,18916.521648226622,18792.348382185533,18686.350354281818,18582.303310144787,18481.88164834957,18402.51493714159,18355.596865597043,18331.661800772385,18310.464052318035,18283.538631152616,18262.245934005587
b 14 70,Shock kt,332007.4108462783,324103.7892227459,301584.71288330003,267829.0533316853,227844.13567842913,187409.25490004863,151936.88605210886,124999.83750378201,106920.65581682655,94969.6800464256,85801.41144538105,77649.20870090571,70444.14084581182,64680.74107301216,60392.483108026834,57011.83815166543,53929.12951302414,50947.263362681166,48223.24487609999,45916.70078296461,43960.25876833438,42144.628530752656,40345.47042834805,38617.09381846703,37085.79229009022,35791.9513758491,34655.06911781148,33575.46759800242,32535.148521523755,31589.185143253526,30777.385773920305,30066.9843772631,29386.706661578464,28700.912941396662,28035.66259635858,27434.994873585398,26904.92224056476,26409.427230566496,25916.431569927256,25434.819807619024,25000.767925176897,24633.37612305666,24313.022253418705,24005.487151920657,23699.76361877512,23414.870650300323,23170.847669413808,22960.838863535293,22757.51001388951,22544.35815046016,22333.71045200456,22151.05445286544,22005.43048483192,21881.121785172905,21759.224236009726,21641.694156743288,21548.854318480637,21493.975710360606,21465.98716305319,21441.239034684448,21409.829594412615,21384.994489159155
b 14 75,Shock kt,356511.5767899717,348028.4243924625,323857.9361566528,287626.1142065024,244706.37507422743,201300.20703669835,163215.06682207744,134284.89958037506,114858.70102312679,102012.5756545925,92159.63098817432,83403.31195819822,75667.01946539614,69479.0619278369,64874.288197799186,61243.77557571226,57933.563497125826,54731.98664689524,51807.05715440737,49329.78072626739,47228.00121196881,45277.46061771061,43344.865871896596,41488.345970265575,39843.21669275406,38452.80824233838,37230.944400936976,36070.873068106666,34953.31564043562,33937.25061718641,33065.26705234406,32302.165103232426,31571.472892258967,30834.914219906743,30120.360285239498,29474.995132766722,28905.296198981592,28372.719895837185,27842.932668538462,27325.473424459982,26859.108616610916,26464.298947816133,26120.00863048991,25789.55703464063,25461.134131876617,25155.10589699675,24892.935733558086,24667.270791170307,24448.81434137103,24219.873608933307,23993.649166905507,23797.448942488074,23640.965454289406,23507.369128821563,23376.414680137226,23250.20412687588,23150.51316912273,23091.556492976262,23061.46304237797,23034.88204229385,23001.19292539558,22974.56810289742
b 14 80,Shock kt,381149.755154641,372084.8448886735,346256.57541037817,307538.9532666342,261672.7368393794,215282.9308337561,174572.9958506465,143638.52680807322,122855.25651983164,109105.41650147509,98560.80724378848,89194.64303938893,80922.30599313449,74305.71847368393,69381.07217184002,65497.98283152081,61958.049680847085,58534.889269640036,55407.4733100364,52758.223513424404,50510.241316491025,48424.289452104655,46358.06081830796,44373.41910510181,42614.60151039284,41127.7733230753,39820.986614000474,38580.349695791505,37385.277104499284,36298.664448942865,35365.92706190455,34549.49536195378,33767.76055367741,32979.85440818309,32215.488899293316,31525.00971461634,30915.363785304246,30345.47366708027,29778.73516135127,29225.325008210784,28726.58564518789,28304.325485090965,27936.083107925355,27582.705364007,27231.57005087928,26904.38306595422,26624.02730546542,26382.651025040166,26148.995334300344,25904.1796265202,25662.281355203588,25452.433931809268,25284.98837426991,25142.008755857554,25001.91413646908,24866.95632043289,24760.36624959847,24697.302226138494,24665.090471203566,24636.674044576263,24600.70776075604,24572.295882011495
b 14 85,Shock kt,405833.84433510323,396185.8368330352,368695.90307507775,327486.4386095129,278666.12989551685,229284.25669591848,185941.26709928943,152995.67419364525,130851.11282700018,116196.14255442187,104960.49548285459,94986.34618035272,86180.60272181976,79138.46240928787,73897.03482590777,69764.09274335088,65996.61711637922,62353.470370716444,59024.56022966995,56203.692534209426,53809.250363562096,51587.118776513424,49386.11029993812,47271.95480586624,45397.9452586173,43813.22290501709,42420.190660013024,41097.895213922224,39824.478032157,38666.75406318684,37672.94022396308,36803.04766077251,35970.26746134256,35131.07828806893,34316.9835234941,33581.45548997906,32931.89080629226,32324.673163670377,31720.933838746772,31131.498959281973,30600.29896402123,30150.499317724134,29758.218061107775,29381.83012909978,29007.89848662987,28659.465304268888,28360.830714480497,28103.64471979951,27854.68984982275,27593.90327064992,27336.24575837605,27112.682014448128,26934.22508175869,26781.832890922447,26632.585948251435,26488.880981651695,26375.398684863958,26308.23610172902,26273.913480599622,26243.666428319986,26205.425370251647,26175.227294385775
b 14 90,Shock kt,430535.8676127212,420304.1281144091,391150.6076538314,347446.0441075041,295667.0134519381,243287.15756567658,197304.4121206183,162341.48757714708,138831.67187542428,123270.69771600183,111345.61100207237,100766.4601758607,91430.86366020225,83966.72832710018,78411.61260330866,74031.098908461,70037.36526784825,66174.45081762853,62643.23541578588,59649.096604191895,57106.00919297522,54745.28615451537,52407.084014973225,50161.181875379014,48170.12354376258,46486.20267363756,45006.257744918476,43602.252300586406,42250.972575664484,41023.04487072192,39969.35502606322,39047.34012846,38164.83826032249,37275.5481686968,36412.67256068262,35632.75628963071,34943.63417943513,34299.17983635381,33658.31642826119,33032.59066354483,32468.599246712216,31990.940713560463,31574.3723900523,31174.831102160475,30778.0733797727,30408.46681197851,30091.70404170093,29818.90316328238,29554.852423039134,29278.27624837349,29004.998218445573,28767.80576296279,28578.376776832964,28416.57417396974,28258.15487994775,28105.67544188902,27985.278357518535,27914.006492725046,27877.57509783212,27845.508119371396,27805.004864560196,27773.0287341738
b 14 95,Shock kt,455384.7551178081,444566.700628323,413742.351048367,367532.2264932572,312782.91660411534,257394.75938498162,208764.89414185315,171780.24296684514,146901.86443747373,130430.60820717046,117810.03301470393,106618.09919205667,96743.47531723953,88847.49756332148,82969.31004708208,78333.36965458294,74107.57233571724,70021.1794992244,66285.83967469505,63118.10382574881,60426.97948662913,57928.64224223054,55454.17305057442,53077.15781630739,50969.28801292893,49186.01639862834,47618.705253175955,46132.35217642366,44702.48323183526,43403.58846859688,42289.24028935029,41314.30351176244,40381.26450626504,39441.05277399618,38528.596398045585,37703.55278741295,36974.23803774905,36292.04711918116,35613.70601268626,34951.471220340936,34354.57541564725,33849.006096103054,33408.11282535457,32985.35592665977,32565.66247552524,32174.71923903159,31839.62019532017,31550.97104718701,31271.58897063677,30979.005805728953,30689.921179500012,30438.950448713596,30238.434427721055,30067.134542029715,29899.476366569485,29738.169760081586,29610.814841618754,29535.398325974926,29496.83000428464,29462.922235210033,29420.14315280974,29386.38229446679
b 14 100,Shock kt,480085.5544237622,468682.05641778855,436189.36701787845,387477.5010683725,329762.8979026056,271373.06810397713,220106.02023967128,181115.25976466565,154889.9661332728,137532.57581387632,124238.72195169583,112451.79689406742,102050.51866585446,93729.32518338683,87529.54932988674,82636.16033252842,78174.68126383239,73861.0557760923,69918.56974034315,66575.29981795304,63735.17943919761,61098.82412407188,58487.74911067698,55979.0133159139,53753.400430721646,51869.73648824655,50214.25988799208,48645.33035194518,47137.40734926914,45768.84151345748,44595.67186704247,43569.81451673892,42588.0012393832,41598.08234502856,40636.560231880176,39766.23773032329,38996.10961014489,38275.379558166336,37558.85687154407,36859.70960891939,36229.8933331541,35696.75026983583,35232.094879688986,34786.74671191822,34344.65814297416,33932.74386398959,33579.47454080104,33274.977701829666,32980.167612698766,32671.455598142322,32366.471641948778,32101.686238881182,31890.103934562034,31709.367505443814,31532.548306427714,31362.491007017874,31228.24356166497,31148.734505704655,31108.07008761905,31072.353110494423,31027.32069797385,30991.78707445378
b 15 55,Shock kt,247204.71693217522,241359.20839462132,224710.78240436688,199776.97717683518,170286.38077814574,140532.66886654837,114507.5416238925,94784.83622962404,81503.00726752341,72602.34817121095,65650.26292586628,59397.27867421768,53826.045459215326,49320.822724658094,45925.46300896252,43239.704725709336,40823.61159838531,38532.05692162717,36474.746490215075,34758.85431175345,33321.88177240813,31997.573282665006,30684.759092784534,29415.92059352616,28278.399542725616,27299.404579266273,26421.145091453578,25574.586021074945,24751.922344269035,23999.341427292373,23351.55986413286,22788.859640834668,22261.318246842286,21743.10592599106,21251.823695318773,20816.61332579698,20437.566260576034,20083.736545907737,19727.72848137053,19373.280228632397,19045.47900623004,18758.494103229037,18499.71568826021,18246.979524720275,17995.643891461048,17763.031120832067,17566.61632269897,17403.021459990912,17252.442501250585,17101.700447667445,16957.699462457476,16836.24809330937,16740.842237892863,16657.21460546296,16569.64824960828,16478.83185106515,16400.108321834956,16344.806885611095,16307.28371406156,16273.02705502478,16237.447421777713,16212.364999813311
b 15 60,Shock kt,270116.6538913277,263731.56731260876,245546.0936920212,218309.32000560322,186092.73562793073,153584.88609396768,125144.92690783448,103585.18537674498,89060.83288292517,79326.64077108713,71726.80180292932,64894.50236192731,58807.83556525651,53884.43814414086,50171.704787489514,47233.04634166709,44588.624400976114,42080.28197108092,39828.174086362465,37949.93111431157,36377.89900009468,34930.74097403472,33497.73251733662,32113.82281393789,30873.820304941233,29806.976385698363,28849.892014757635,27927.021532134906,27029.751700660476,26208.491092534183,25501.221691888088,24886.57834675258,24310.229865258552,23744.08968507292,23207.418733518447,22732.04442775391,22318.074390607042,21931.72252725818,21543.049481261325,21156.075351313648,20798.126320172058,20484.644971187838,20201.885715309654,19925.697195229444,19651.053464016055,19396.89299420826,19182.314213814465,19003.64724762004,18839.277567057772,18674.79838223622,18517.704612757338,18385.208875483826,18281.102152819793,18189.809776774237,18094.186738084878,17994.993546273276,17908.982274818078,17848.52732433333,17807.483839517292,17770.0278108452,17731.155663524652,17703.76362963854
b 15 65,Shock kt,293253.3870502304,286324.8007012437,266591.20681664534,237035.1807497015,202073.88017170216,166793.58408098418,135922.81973203586,112512.46380808449,96733.10911727636,86153.2136236058,77894.05230859625,70472.10813278423,63861.50872639221,58513.66895314824,54479.583956404655,51286.067147275215,48412.97051123284,45688.67837593227,43243.27160325997,41204.18020652624,39497.9911457241,37927.94495339427,36373.68328927898,34872.69381764613,33527.41824290089,32369.42073791832,31330.034192726303,30327.525510999254,29352.71535718993,28460.375713239173,27691.79205700558,27023.892839416098,26397.811900562723,25783.056884822257,25200.4123543602,24684.289211410498,24234.757399685062,23815.188052653783,23393.13392846354,22972.95010741642,22584.251140836,22243.78300077705,21936.668379742197,21636.749278029645,21338.58038440121,21062.674787146872,20829.716631846884,20635.72115180563,20457.260085866852,20278.712603453983,20108.187835526023,19964.327845656637,19851.23945562426,19752.052297594222,19648.19468496019,19540.492210262153,19447.09498596502,19381.41124415003,19336.78722992779,19296.08383010796,19253.884589168778,19224.16462889572
b 15 70,Shock kt,316352.2840514084,308880.6415382439,287600.16860314226,255726.70981322348,218022.89241334665,179972.79006460152,146674.84186055948,121419.29063532682,104392.25503664906,92974.57899139376,84062.74450852758,76055.01019110992,68920.57457522141,63144.506194558504,58782.39851716082,55326.0963250251,52216.52988325672,49269.532502878,46625.78823653101,44423.01210944167,42582.07108104813,40890.29651934491,39216.93868514374,37601.29032896147,36152.87315408857,34905.246370368994,33784.39405336972,32702.508600364785,31650.088442692035,30686.578485595426,29856.857137487135,29136.321533122107,28461.588595926518,27799.648712638238,27172.62374571002,26617.298446252982,26133.522038980806,25681.70836808714,25226.871887495152,24773.745802194204,24354.328097847072,23986.78678345526,23655.22096779952,23331.53694837691,23009.896699304536,22712.379202956767,22461.22445213366,22252.09578154245,22059.719660305564,21867.243929546403,21683.391458054783,21528.246328037156,21406.248350675338,21299.244226009592,21187.23930310972,21071.11962875833,20970.424261634274,20899.586102437068,20851.43663476154,20807.52074507827,20762.012640052173,20729.971834260905
b 15 75,Shock kt,339649.1951155868,331630.97610602615,308793.6665320993,274588.0499123523,234124.53559900686,193287.23530055897,157545.7570909003,130429.43202414749,112139.00842382899,99867.89524958562,90289.06529360225,81684.10741886792,74018.81162863974,67812.86647001281,63126.10533789572,59413.79145199189,56075.98759513659,52914.25966564013,50078.385439818245,47715.20262718433,45739.50689712395,43923.321604784156,42126.65274970677,40391.79365044505,38836.28144264383,37496.18742373449,36292.21226977937,35130.19005208657,33999.831467430646,32964.76361074689,32073.084249875505,31298.508624844762,30573.212930398826,29861.884803477285,29188.235276304236,28591.641929141624,28071.877919473583,27586.456305347197,27097.837438350445,26611.074300000117,26160.470201744793,25765.53163714195,25409.25843491843,25061.564092868044,24716.18310221985,24396.746445670444,24127.055028578336,23902.441619316072,23695.817163064832,23489.12415819696,23291.71083746636,23125.096519525865,22994.033687549927,22879.063252818785,22758.752541998554,22634.045755045307,22525.880236887526,22449.72917989303,22397.924118034007,22350.702053854253,22301.82771642767,22267.439787868836
b 15 80,Shock kt,363066.5431909675,354499.329598226,330098.2121341517,293549.71236379,250313.20221572887,206674.22527089875,168475.06071311308,139485.74381632608,119923.16581993253,106793.9240826264,96546.86069369617,87345.70190614919,79151.58287213012,72517.55297764942,67506.65043893876,63537.165525111275,59968.55202239299,56588.69119690419,53557.11533490363,51030.36649119499,48917.50206756922,46975.23575815533,45054.086357970584,43199.043088058956,41535.4372347191,40101.785708395444,38813.58352262669,37570.45845992751,36361.48081350303,35254.53957760819,34300.92586469905,33472.54958746497,32696.982244413404,31936.471073135377,31216.24539128459,30578.27912458334,30022.32743121282,29503.076601574096,28980.485038557556,28459.93730198224,27978.01769223689,27555.53095343202,27174.346345948128,26802.37868911736,26432.95669595924,26091.302992183602,25802.820542239402,25562.537699164437,25341.552810477573,25120.586485330332,24909.587349232843,24731.487596585514,24591.33934929956,24468.374892104373,24339.726968509207,24206.402367438877,24090.738685429267,24009.24858681847,23953.76222004247,23903.209144045217,23850.947809319747,23814.20069063873
b 15 85,Shock kt,386606.3822645903,377488.22669390816,351517.72820396133,312617.8972007567,266598.1317352788,220146.50717033146,179478.78537795422,148606.10054018645,127761.79433434333,113766.09555177203,102843.87075236077,93040.7182625944,84312.8087157823,77246.43685961654,71907.86572374911,67678.3852297472,63876.703064677014,60276.87503121869,57048.14102119,54356.77796864833,52106.12927683333,50037.56520345102,47992.0383070349,46017.13575024773,44245.87153953329,42719.08917388948,41346.97458252054,40022.88298349957,38735.21947433656,37556.14702398218,36540.193167895006,35657.524201783366,34831.16781288056,34020.977052623304,33253.72926445968,32574.011007106907,31981.563714708114,31428.240555999033,30871.48550524941,30317.002083313673,29803.64619093435,29353.51443765337,28947.34047364017,28551.03575831166,28157.519047963295,27793.601265215384,27486.284783728297,27230.291219516133,26994.90403663217,26759.619751301045,26534.98571070223,26345.34638658785,26196.05430305343,26065.03507115585,25927.989574098065,25785.990377542796,25662.778576563378,25575.90885190599,25516.711037264053,25462.806664964843,25407.14629231903,25368.034487436234
b 15 90,Shock kt,410230.0527643065,400559.2690798541,373014.55769980303,331756.0565704132,282944.1244762794,233670.42775457693,190525.2080296876,157761.4900759964,135629.54980362576,120763.28502884731,109163.21319834562,98756.36660975752,89493.67824894711,81994.51146508985,76328.1571599086,71838.69753823386,67803.93635279257,63984.004862914946,60557.78663620736,57701.26219066721,55312.07931727218,53116.326664125525,50945.46846498083,48849.767094456736,46969.99004756053,45349.36212916279,43892.78652457123,42487.34089245144,41120.736602169825,39869.36728581968,38790.94651891466,37853.84980345771,36976.52652421737,36116.41780400606,35301.848191218225,34580.03166666848,33950.72221390639,33362.96973148615,32771.72960896779,32183.0426158571,31638.045729681937,31160.12707558242,30728.875012076634,30308.181845568943,29890.53891516181,29504.329791433534,29178.14465913398,28906.39227376063,28656.5405990927,28406.86549701557,28168.518590175536,27967.26256080397,27808.755244803822,27669.618497712407,27524.122076509488,27373.40352847146,27242.60605669067,27150.32512674741,27087.389646234995,27030.113232406304,26971.03921867735,26929.555131784902
b 15 95,Shock kt,433800.4707793223,423577.0886797383,394458.1074262877,350840.3933534775,299234.7559442063,247136.16114652492,201509.85708004524,166852.59830153998,143433.85070353944,127701.76009863513,115431.3011199496,104429.65641954781,94641.77168555712,86719.44188807331,80734.18608687625,75992.20737467658,71730.14466000003,67694.2035886878,64072.93847448403,61052.08873650051,58523.79523058072,56199.165981317026,53900.47927143566,51680.947635193545,49689.39489334531,47971.76747070704,46427.9863333435,44939.048249278305,43492.076795512745,42167.744000771374,41026.930905088906,40036.11575677917,39108.993030303696,38200.391272106586,37339.989864249525,36577.46066666714,35912.43995061685,35291.100552389726,34665.893486887435,34043.22570334731,33466.57497059438,32960.69985601249,32504.126502901952,32058.79899431441,31616.83085206296,31208.205743114657,30863.10913605635,30575.627315430233,30311.391601856085,30047.432321721753,29795.48338745727,29582.710189460653,29415.06775872589,29267.872536331848,29113.965928080277,28954.55537865566,28816.191380688266,28718.51425817651,28651.85412433733,28591.21689620624,28528.737739639488,28484.885976234676
b 15 100,Shock kt,457466.36793537997,446689.34100032516,415993.0839777792,370011.5590967573,315606.5213382912,260676.6577035504,212562.31413326832,176003.71068034583,151289.44980461383,134682.46652475445,121732.60762818022,110127.04369962632,99804.55992912491,91449.8236043063,85137.52631738599,80136.6997189097,75642.88745524595,71388.09437247383,67570.30130622764,64384.84716268569,61718.16571469179,59266.11662546015,56841.54885231974,54500.458212344456,52399.59453816835,50587.47633457262,48958.871068061075,47388.53292770781,45862.86280394145,44466.71087950437,43264.08243710576,42219.59338070982,41242.285605248515,40284.511919563774,39377.45311739969,38573.38058494143,37871.92949172612,37216.4661673248,36556.95834007732,35900.16537109014,35291.873474393295,34758.16969941714,34276.47212668051,33806.733806676006,33340.656767183704,32909.802719774474,32545.941427212092,32242.83467349181,31964.281222333862,31686.073264810322,31420.535722207103,31196.245339114077,31019.461422084743,30864.19921576432,30701.873056073546,30533.759901567504,30387.817067871736,30284.730024476445,30214.331094266985,30150.319933727587,30084.42528048218,30038.200049148752
b 16 55,Shock kt,235504.64107084833,229965.60439390937,214195.17606154302,190593.3417930028,162713.24205975956,134639.97166395912,110150.53187250007,91636.38370402683,79157.03789931825,70728.99960343509,64072.21522224277,58037.424899081074,52623.75694834282,48198.438854570966,44810.52724359121,42096.74445716962,39655.169223339,37356.103119359126,35306.14038618991,33607.423647847034,32199.977227381645,30923.60514617672,29677.756640876938,28486.80276486521,27426.048712152082,26514.328329248485,25692.05744851952,24891.23733090946,24103.14677306139,23371.09945186834,22729.04161241448,22161.196472547203,21624.163244141706,21097.109727277308,20599.556184400026,20161.263440411316,19783.8544997467,19438.733129817734,19099.617595023614,18768.6365594518,18467.28227211869,18206.333747185527,17971.392004335194,17739.465946212902,17504.57915314463,17282.015778287237,17087.990392318035,16920.03373378151,16760.99607406389,16600.35766549046,16446.592635536566,16316.475450463146,16214.91595165719,16129.581106224774,16046.079569597596,15964.733615600704,15898.980157563805,15857.944049315429,15834.507865958338,15813.219615595353,15788.149661736306,15769.129581617279
b 16 60,Shock kt,257277.0777581014,251227.68943160947,234004.08077094532,208226.9851307368,177776.37110756955,147113.12434511553,120361.83797528454,100134.63410106243,86498.03310109572,77287.55103180796,70013.22379411194,63418.369289484996,57500.21915919155,52659.16814884026,48949.79280970961,45977.09840998274,43303.326861470756,40787.15030243254,38544.88493519524,36687.93131718618,35150.58944976204,33757.56184948838,32398.573555144278,31099.789606422608,29943.140151061747,28949.075892155386,28052.537322941138,27179.27351277755,26319.68480676815,25520.945259097978,24820.050201015125,24199.81305718078,23612.97109881867,23036.925582463507,22493.122997569026,22014.17212886663,21601.928769313763,21225.19245971558,20855.206992332205,20494.169858444995,20165.40938543163,19880.608641395316,19624.040726829797,19370.6554355826,19113.993893061135,18870.797547506092,18658.80785643219,18475.352671926805,18301.711069959783,18126.37398086771,17958.55110577221,17816.519476762467,17705.62988879937,17612.435566417098,17521.24911092822,17432.432477346167,17360.64905487024,17315.851890083475,17290.27059106657,17267.04128368867,17239.69004242984,17218.939971237243
b 16 65,Shock kt,279282.9096610724,272719.4842539153,254032.1338643115,226063.69866020774,193022.8280810746,159747.9711093382,130712.45190069478,108749.67699203099,93934.39250449481,83923.17082560676,76017.51957492011,68853.5420741823,62426.21644737093,57168.31961602862,53138.613597450974,49908.8746207814,47004.38410746847,44271.60235173348,41836.376659709415,39819.456736509484,38149.733015854414,36637.19860956809,35162.15884543123,33752.73830662981,32497.562006827207,31418.732641369686,30445.75325643376,29498.17635974929,28565.59869751216,27699.126235221294,26938.825450845783,26266.036998295836,25629.49364848039,25004.645026975566,24414.67980904699,23894.915415625248,23447.38470665484,23038.322238022734,22636.605840383505,22244.636926489966,21887.7011661839,21578.461452006843,21299.877723040565,21024.80189674941,20746.224823560362,20482.275485024722,20252.171479798933,20053.017299718165,19864.529285586235,19674.234938494777,19492.10874694517,19337.951931443702,19217.56511225423,19116.384837182966,19017.41811289787,18921.056450936296,18843.182763948666,18794.575289060387,18766.810324518607,18741.612343266275,18711.962600966526,18689.474475618725
