,,0x3e1c,0x300b,0x1805,0x1004,0xc02,0x99c,0x802,0x6dd,0x601,0x556,0x4ce,0x45e,0x401,0x3b2,0x36e,0x333,0x300,0x2d3,0x2ab,0x287,0x267,0x249,0x22f,0x216,0x200,0x1eb,0x1d9,0x1c7,0x1b7,0x1a8,0x199,0x18c,0x180,0x174,0x169,0x15f,0x155,0x14c,0x143,0x13b,0x133,0x12b,0x124,0x11e,0x117,0x111,0x10b,0x105,0x100,0xfb,0xf5,0xf1,0xec,0xe8,0xe3,0xdf,0xdb,0xd7,0xd4,0xd0,0xcc,0xc9
b 8 85,Shock kt,534030.9494072843,519811.17742718017,479253.21057046443,418337.424930656,346029.6265419547,273004.3979627921,210057.22288056678,165564.60613308602,141075.64738040208,129386.54627376703,121271.10804953398,112253.51153926768,102442.06798433668,93553.16437630785,86552.70347961903,81056.83130831309,76245.15791578768,71817.69023618173,68009.62734364984,64985.550117107494,62463.03510051602,59960.71192662011,57274.14595824798,54623.195916879005,52371.14318842636,50642.408140277665,49233.619792566715,47862.17141526383,46426.88463879127,45022.671906772994,43764.628005214676,42650.49977299548,41599.02061275045,40577.71840154875,39646.301633380644,38869.41456177582,38216.3563247888,37576.246409995474,36870.91601750365,36133.561229570936,35468.674875621786,34941.542161820034,34518.69074144605,34117.02762227694,33693.30931927452,33272.1251563476,32895.027645869,32563.272150633693,32243.64894055741,31922.41579492566,31633.021315703976,31419.022482698758,31276.03121475003,31145.847622850855,30974.27608459846,30767.7836788468,30585.961253202717,30478.8257279149,30438.745221275807,30418.19059626155,30386.402629637883,30356.51469173117
b 8 90,Shock kt,566589.2933939006,551503.6802022015,508475.424271587,443847.0555125335,367127.53955911886,289638.93932439917,222834.3470185833,175608.23256011395,149619.6369252071,137232.74754356305,128650.07204992403,119111.06170584011,108722.29494667634,99300.70350635053,91872.15960508691,86034.35325426626,80921.40573344531,76216.59217341212,72169.07802105846,68953.3215520657,66270.54651449341,63611.120607768826,60758.54840801805,57945.75609255048,55557.575600506025,53725.56227764896,52233.646930649535,50781.57110339844,49261.308658406975,47772.87188673859,46438.12991683693,45255.07059267392,44138.138537825806,43053.348527270435,42064.15207198038,41239.07290704768,40545.56095466435,39866.10329997358,39117.832117716105,38335.86158338638,37630.85203517622,37071.93857192444,36623.61747746787,36197.77118927551,35748.46142960853,35301.637729812595,34901.32269007849,34548.97043357426,34209.57663976842,33868.70962480207,33561.817958385036,33334.95773331649,33183.35597229511,33045.26057661895,32863.21855228782,32644.098482029654,32451.094016912084,32337.28371007435,32294.661478370454,32272.892835598053,32239.326647071783,32207.762639259476
b 8 95,Shock kt,599564.8569544536,583604.7357293483,538081.653921695,469704.4637336011,388531.5020351781,306539.3802416315,235844.53437986606,185860.28945991353,158351.2093922919,145246.8743766727,136179.2684908004,126103.44685028671,115124.3297959242,105159.66148212679,97295.36439207457,91110.38185910389,85692.83892996843,80708.73027244309,76420.59046564832,73012.11012596317,70167.65680561907,67349.10757079591,64327.874408623495,61349.98602468591,58821.892817695705,56882.44771681192,55303.14420740376,53766.33531022045,52157.36305240183,50581.522459474865,49167.594945661964,47913.858376535274,46730.40910571414,45581.60299902039,44534.433422653594,43661.078502871045,42926.94114584328,42207.75582906673,41415.92572315705,40588.521845028525,39842.44835610478,39250.77794887338,38776.052014799294,38325.17526346899,37849.52935607991,37376.4187928036,36952.32465730737,36578.890521934525,36219.31256406617,35858.46556935831,35533.78906569829,35293.82127399781,35133.38340045928,34987.15441457313,34794.41802737211,34562.45163807161,34358.068331689436,34237.42586354159,34192.15430249024,34169.11190690498,34133.74266630498,34100.4959363924
b 8 100,Shock kt,632738.4240271454,615900.9525758574,567874.8356985615,495736.124745215,410093.71188458754,323579.72783742385,248973.8849691372,196207.1757832562,167150.75240243558,153304.63519559748,143732.5957153017,133103.57150410686,121519.39284599967,110999.31980109106,102691.21777886011,96156.30772175065,90436.10734564395,85177.88338369507,80655.93952952816,77061.62328461948,74061.16137777765,71087.26895473334,67899.19959590814,64756.41524342652,62087.56317050606,60039.47846624952,58371.78726766593,56749.752866900744,55052.1316752752,53389.39138305316,51897.03612361133,50573.42441013688,49324.128479096405,48111.73185178375,47006.72245190465,46084.94709297263,45309.82480107903,44550.423609808284,43714.5038155719,42841.17364159865,42053.655253470504,41429.01350447027,40927.84966316771,40452.061124084095,39950.290957188474,39451.13195201332,39003.46557807449,38609.08702855461,38229.38027463795,37848.5359340158,37506.00832392754,37252.84718181618,37083.49360482397,36929.07296578411,36725.61015597721,36480.78943863151,36265.039256345655,36137.59166236359,36089.7066068401,36065.42744201048,36028.28539850456,35993.37293368776
b 9 65,Shock kt,387169.9711780275,377118.4473917501,348445.45058074075,305363.6809616341,254172.4517890104,202322.89783323085,157242.13906942934,124575.92940630345,105485.26262008371,95562.16301882394,88844.84303264014,82183.26996169306,75395.90306469597,69372.89491363488,64530.01774762221,60494.81173805307,56750.085329420246,53217.08306858629,50190.15180261653,47865.572964078725,46050.82953316509,44348.16622687764,42526.67878922551,40663.86784199356,38979.18607135008,37583.20070803279,36399.5374689023,35296.476516279414,34234.93132394798,33269.05496497237,32434.983122937414,31680.53117578053,30917.315852766595,30121.169846530058,29358.960231828718,28714.490412444455,28199.345599514567,27746.864133313968,27286.833082102203,26809.644159781466,26355.12123408605,25952.63842334812,25587.751100613288,25229.812370841515,24878.4909400564,24568.33312318577,24325.671148484176,24131.263155044846,23935.44471933686,23708.786057083995,23470.408261114968,23264.14558474583,23111.58796275836,22994.973444447383,22885.32972260331,22777.64098514328,22690.736703268904,22635.695621316278,22595.19532126259,22541.7114859583,22473.0996178247,22421.412311737207
b 9 85,Shock kt,511295.95345591125,498042.2707016794,460233.22244049876,403419.16424376273,335899.64766583254,267491.39048589696,207978.65962800052,164802.60078017617,139514.88760408355,126343.5735343201,117441.31306484675,108634.3982045675,99658.17821372476,91675.17343375346,85240.91753595772,79880.03792889423,74920.08398745414,70255.68535873145,66267.02541206162,63205.33069655751,60813.508343129826,58567.3043475147,56162.87016641433,53702.25163036202,51475.08894317527,49629.00262229549,48065.767004404755,46612.7050892138,45216.84495919544,43946.80559055241,42848.16827483147,41851.98579669737,40842.909341422375,39790.19251418861,38782.39379203219,37930.05708343612,37248.72219142923,36650.88852759982,36043.93613003695,35414.497617454734,34814.23873284092,34281.67475185676,33798.38163618064,33324.813456912496,32860.88742236793,32451.831457917444,32131.83107505797,31875.2854163335,31616.81033439587,31317.670976967234,31002.91378030187,30730.156707956423,30528.02072864254,30373.55351095216,30228.89982351503,30087.299456238103,29973.056331650318,29900.372135023452,29846.469109119007,29775.437107719717,29684.720342419983,29616.53200179529
b 9 90,Shock kt,542603.6541262448,528541.6687562355,488426.12886041135,428144.09771971905,356498.62683222344,283902.14397431625,220733.78424351796,174891.71596252336,148034.37918329032,134050.02137439043,124611.9410103192,115282.91589819668,105773.5279274785,97312.01193116154,90487.11741638702,84797.28368257666,79532.15822977,74581.23147944298,70347.6311835179,67097.50533370764,64558.30629368005,62174.25758901488,59622.94692526669,57012.04972526622,54648.260061592104,52688.14701497247,51027.98055126358,49485.017983343496,48003.07318501447,46654.62479391267,45487.783768117915,44429.467516532066,43357.53595889976,42239.49980491677,41169.25700020062,40264.000170064974,39540.265419019874,38905.36860032363,38261.10746826151,37593.17738759949,36956.18853475057,36390.90864114351,35877.877093805866,35375.28380408861,34883.0780488835,34449.13808948209,34109.60138542577,33837.274439138564,33562.84833427603,33245.27521248452,32911.105001582255,32621.430296220467,32406.657304417404,32242.551956232353,32089.035788469522,31938.892974059832,31817.76771980578,31740.617048593827,31683.287677416105,31607.779439989932,31511.454575997206,31439.091579000422
b 9 95,Shock kt,574128.7500046983,559255.0669739768,516823.30180530675,453058.50377145153,377269.08658884943,300465.1618021336,233622.0251189543,185094.8156487644,156648.69911688886,141834.08174851714,131846.1693180404,121983.11487108034,111929.34798584321,102978.56907308998,95753.44373255201,89726.86078088522,84150.5363731594,78908.44297369671,74426.43249282181,70985.5780333835,68297.82233041494,65775.60017029347,63077.597596226195,60316.886420984214,57817.11549454722,55743.754240459,53987.494902824576,52355.43250075499,50788.09369708422,49361.79978571408,48127.22737626502,47007.21920886339,45872.898556522225,44690.06338153225,43557.94738641627,42600.34938899186,41834.7276706724,41163.131663221415,40481.711549577456,39775.19771807626,39101.16735707731,38502.712385995066,37959.43405071923,37427.35105304792,36906.51104077804,36447.47561888273,36088.33285992186,35800.26472134148,35509.98842664436,35174.09563906336,34820.607910401,34514.08042376723,34286.70812664012,34112.98542329743,33950.619429478735,33791.942472780116,33663.938445209504,33582.31743369008,33521.54956421223,33441.54678548097,33339.595023959184,33263.04535934975
b 9 100,Shock kt,605490.3531914141,589806.1946572306,545061.4735867303,477818.13350154925,397888.5117268924,316879.42743510276,246363.5104404967,195158.07616493275,165140.89211850858,149522.05843580622,139010.7759506081,128635.94727113366,118054.41566892143,108624.91230271099,101004.31161164874,94641.15389997888,88750.78336300094,83212.97516534162,78477.4043876841,74841.103096752,72001.28095289007,69338.88952030001,66493.68755283472,63584.04040575063,60950.42999483235,58766.97260947388,56918.342679623354,55200.94097163942,53551.498676986295,52049.76884723583,50748.75981539205,49567.245146113,48369.83097445679,47120.949162025456,45925.56943449095,44914.48447660851,44106.35512792922,43398.061658662824,42680.029800017765,41935.84279022557,41225.82699403328,40595.19923595319,40022.48388407944,39461.46966805868,38912.31460066548,38428.32185803313,38049.60753437389,37745.80001690591,37439.68989885262,37085.52900183906,36712.81241353014,36389.55057707025,36149.71580971171,35966.51741432191,35795.433911034685,35628.332923067544,35493.52860523881,35407.480352688486,35343.284960661316,35258.77628153738,35151.17774491059,35070.42693402828
b 10 55,Shock kt,312142.053595265,304225.2186874224,281642.760085115,247713.0559549929,207385.7921614678,166478.39421169067,130703.22072584354,104285.68588295799,88083.61861471755,78997.7078510597,72764.06514902762,67026.77386595968,61556.46697453217,56889.36637614588,53181.04684286641,50023.09970511995,46972.29718113679,43986.04732978296,41347.40417742026,39279.69104160786,37691.94666949731,36294.632010454814,34886.35180688492,33479.80991803245,32193.06662983547,31076.757109989125,30067.71813604376,29087.11280589168,28139.568585671896,27298.137081286146,26606.593745226026,26019.98019790238,25449.045291691815,24848.175182757528,24247.081084076217,23702.354844556994,23232.121891591316,22806.192823579222,22392.62168771241,21997.280642678375,21650.36226046941,21361.2945998311,21099.64740745828,20825.185059488118,20530.246338519464,20245.725778918222,20005.945218356315,19813.57321281188,19643.129282461927,19474.420497302817,19313.713785734184,19179.366450597183,19072.78148567914,18972.232765523113,18857.685598375418,18736.24928873826,18637.18616753836,18581.211540125874,18559.14618196664,18544.12253240099,18521.596743190596,18501.745202839084
b 10 70,Shock kt,399956.4807765074,389821.9500004936,360912.2147139538,317471.2378808837,265829.19617096655,213425.9817687825,167568.55614101325,133669.9025329155,112851.59757795898,101175.64430410048,93189.45135358401,85861.40383675486,78879.10778126061,72916.76370625978,68170.94984709156,64123.402450104164,60211.95969957005,56384.09707007359,53001.658975145685,50350.032119893265,48313.452706682656,46522.07016882152,44717.61377766158,42914.7678039391,41263.376301484015,39828.49550145146,38530.832029640056,37271.033503072234,36055.60439585317,34977.70764003548,34092.761079150274,33342.80417474484,32613.304993671514,31845.412751464977,31076.532318151334,30378.724798197156,29775.41880898675,29228.639992872086,28698.052801165024,28191.24740837834,27746.586526452895,27375.893212989096,27040.23388438491,26688.252220713406,26310.17364095389,25945.432341280997,25637.903428416303,25391.14879900242,25172.785813394297,24957.022024431975,24751.650075220517,24579.835514758972,24443.22311661356,24314.12239599933,24167.101841926196,24011.354799926285,23884.292679990176,23812.403771199464,23784.031143276483,23764.8994280815,23736.352356860716,23711.19377490146
b 10 75,Shock kt,429337.3274743863,418459.3687258034,387428.52902333176,340798.98240198055,285363.7699211473,229107.31485345666,179872.92588752368,143474.66343481888,121123.99271993097,108598.56552703927,100042.52313414885,92195.13884488722,84715.11214883806,78322.47471813069,73228.16591847847,68878.77508101185,64674.05291515538,60559.29569316074,56923.32225853674,54072.58712965111,51883.071098941386,49957.818819621134,48019.13175682684,46082.005651178886,44306.795363758545,42763.53872913327,41367.87010158538,40013.88220213744,38708.87059213605,37552.68408539736,36604.38574686223,35801.28528695954,35020.008350832984,34196.982110785204,33372.03552623511,32622.435701194816,31973.59458714101,31385.240761393088,30814.517624783482,30269.771349982337,29792.152169277673,29394.229684452173,29034.10325797095,28656.553754987304,28250.973614563707,27859.568690056094,27529.382542725685,27264.307322977347,27029.71690868,26798.008329198765,26577.52138686846,26393.041029393542,26246.29058906144,26107.578871279802,25949.662046668822,25782.42094883433,25645.98345116382,25568.76562027021,25538.285912706153,25517.795361468518,25487.257541496776,25460.341591602402
b 10 95,Shock kt,549078.6482603189,535188.438845313,495563.29069729336,436014.34512221493,365209.3986403692,293335.6989298802,230399.15391627754,183819.57730272147,155161.85048408882,139073.098035532,128094.68206064461,118048.75052640856,108475.92505683763,100282.26243420911,93740.06064457344,88154.32398319722,82766.39904576835,77505.52092872438,72861.84716602956,69220.72552525256,66421.7664406852,63958.958505009155,61478.33400299569,58998.375834930855,56723.357158690924,54743.94681188279,52954.83542513306,51222.33320279969,49555.17777042171,48078.83289939313,46866.97895461032,45839.24560944662,44838.74045754187,43784.7605375769,42728.050032310704,41767.11718181073,40934.8345215334,40180.60878502662,39450.17285531163,38753.80972200885,38143.22027424625,37633.91510840181,37172.51677387989,36688.93698315933,36169.784726515936,35668.74166163128,35245.70187529396,34905.844137457556,34605.38145173691,34309.22257637395,34027.67466566545,33791.85317313047,33603.73962564969,33425.664526560504,33223.21141707733,33009.10876866725,32834.43928955689,32735.38415114246,32696.167825676905,32670.10476726009,32631.56975902757,32597.627231380873
b 10 100,Shock kt,579312.0866415693,564661.7644809735,522867.6519198679,460057.29880777467,385370.44226063415,309549.0290452669,243144.34620757677,193983.65574723875,163726.61288817873,146739.5413298844,135158.41377611324,124570.09719185658,114481.51757952245,105842.48876885581,98939.07845507047,93040.78596430908,87350.35289834674,81794.45547082389,76890.22699037082,73044.3229437835,70088.25075197048,67488.76996670157,64872.17243866832,62256.913685463776,59857.44335735975,57769.05776156469,55881.03382911383,54052.858273719125,52293.912128351265,50736.36348956268,49457.74684503322,48373.30247042185,47317.63831664421,46205.58680516201,45090.4729235428,44076.061123499,43197.13815563531,42400.64282020761,41629.57217223124,40894.771485782614,40250.60007019922,39713.26827264473,39226.45806336561,38716.28918167622,38168.62487520523,37640.002204815246,37193.54486364193,36834.78352560763,36517.665205834164,36205.234133132886,35908.281712487726,35659.49200174984,35460.90001123861,35272.83940019667,35059.10809367764,34833.16101876438,34648.8353121411,34544.2631772074,34502.84453560284,34475.39808161297,34434.88422884287,34399.20010513127
b 11 60,Shock kt,326202.86783154926,318098.9766011354,294986.5619635646,260270.1523966306,219016.782780436,177147.58822047344,140396.11878959025,112883.48330677675,95381.33343652952,84956.6331881529,77610.55083380535,71102.25831430858,65191.452500660875,60342.10489650376,56598.973876733544,53440.13097508389,50342.92192671151,47227.576445879065,44376.43024975614,42045.33570374358,40197.66904475669,38593.85587960714,37057.74633448073,35599.36974397724,34311.71148557121,33208.640740706694,32193.372519197652,31167.799058170593,30134.773865827443,29181.144425485145,28374.720003496357,27695.309325278657,27069.04024530065,26451.427726871865,25860.256235026132,25332.31642688503,24865.959450335864,24418.871133619617,23958.11447305377,23498.64914421428,23086.009301999256,22745.546559648494,22457.183192650027,22181.68929488481,21903.275177728265,21638.962813152837,21408.79727169833,21206.43366422654,21005.91732002626,20794.557709023033,20590.801072797785,20425.354822633377,20307.556830493835,20216.197653863506,20124.34051719783,20027.51985157256,19943.069576851976,19884.103099782093,19841.30370091298,19794.950306453775,19741.800144273813,19703.18279478994
b 11 70,Shock kt,382265.6882085159,372775.95332177513,345710.1971037105,305052.55762187165,256732.52399487706,207678.76568064326,164600.90878876578,132326.13399184073,111772.09893786466,99524.23449921729,90907.08675529486,83289.45154142531,76378.94516176167,70710.56318700803,66333.32825031775,62636.7486078241,59010.47022840321,55361.61774342978,52020.459681281485,49286.722168400534,47118.67546668963,45237.06565955182,43435.92796166708,41726.287039824136,40216.143983257476,38921.523096379504,37729.58646385876,36526.052995784594,35314.48720281007,34196.474782308396,33251.30673088618,32455.394240236605,31722.287064186756,30999.698405457908,30308.01691161593,29689.930267608448,29143.433696344004,28619.202736842064,28078.922870030765,27540.191157656147,27056.277886258402,26656.87178573841,26318.588197193654,25995.617640019147,25669.44904333337,25359.849042407648,25090.138936152638,24852.888444826607,24617.82088355264,24370.15830744929,24131.464879660085,23937.61001682842,23799.511830766594,23692.41461632092,23584.846755508537,23471.537518921916,23372.657035481065,23303.477962339777,23253.139337258413,23198.67300658729,23136.354439863167,23091.127207695197
b 11 75,Shock kt,410499.01707073255,400311.8552576241,371256.63081715925,327609.34120064584,275733.8100170624,223066.17217694526,176807.63539715772,142140.5330407328,120054.89632925371,106892.67150816246,97637.62947779811,89462.12456232427,82047.33053945616,75963.88305386786,71263.50745543832,67292.16632188074,63396.17177527895,59476.31396935561,55886.849856274544,52949.31476770308,50619.17745670674,48597.05406991265,46661.83800755966,44824.93610489431,43201.87120577643,41809.85133362578,40528.14157953573,39234.46884999784,37932.79285587176,36732.0495291499,35717.19391334903,34862.82365548979,34076.08325835206,33300.697944770836,32558.31487762159,31894.57322557267,31307.33310592649,30743.829181196157,30163.12209547432,29584.17723750365,29064.161104791372,28634.933913794022,28271.437355193622,27924.5379757984,27574.32794231523,27241.917857394143,26952.251617548845,26697.35460825559,26444.798160378494,26178.77466500049,25922.420927135532,25714.196569700944,25565.81244835922,25450.73602983696,25335.220521440613,25213.58426563324,25107.409593742643,25033.046975176563,24978.865715294432,24920.279449763544,24853.329289281377,24804.771687952154
b 11 80,Shock kt,438629.2920544153,427744.83394993434,396700.4673635457,350063.91605515,294633.364385767,238353.08334011014,188917.91463165282,151868.7916538892,128269.86943561205,114215.95912597103,104344.30048745421,95627.57801723016,87719.43645384087,81225.99779536054,76202.54470109659,71953.29509173168,67783.13818504149,63587.92763062401,59746.759387354214,56603.35665854823,54110.27313235925,51947.49443883396,49878.17328506221,47913.67081816916,46176.912628088736,44686.47407140616,43314.07529590161,41929.80406196641,40538.25543545068,39255.773429896144,38172.81277753981,37261.81050653994,36423.10384611971,35596.104169895145,34803.54362665959,34094.02272363488,33465.444495549375,32861.87623249322,32240.026739135646,31620.431566823223,31064.24725139762,30605.48043902045,30217.278436044486,29847.022414856325,29473.262944686474,29118.362598967222,28808.862533712454,28536.27839356783,28266.099291610462,27981.56245398347,27707.43432289229,27484.7937143953,27326.144332109732,27203.155970463857,27079.77831048616,26949.89477485328,26836.486187601055,26756.977674398702,26698.972862730854,26636.27394331882,26564.693739290116,26512.805590608772
b 12 65,Shock kt,338225.043099541,329968.4886127146,306427.0226467409,271085.24074098136,229119.8003329683,186549.58679254627,149128.47465763034,120870.58855554783,102417.35406516991,90900.46036498959,82523.7264169623,75182.55211053498,68682.67355167278,63483.335114736394,59583.16317369229,56385.41656155496,53291.78799944637,50163.62881755808,47244.29749252169,44774.980302848046,42733.6456751254,40915.67190930384,39182.38598681658,37571.94379150217,36190.825008244174,35049.572179355295,34033.98007674495,33021.79917918295,31992.46376236762,31015.682769563184,30153.02220422862,29390.789765202433,28670.76263356044,27966.563976740723,27310.7782603149,26747.79580283078,26274.519459879673,25839.258817860144,25395.384754789553,24944.097124999484,24521.031224154056,24148.664605616923,23811.931573050373,23482.142982757967,23155.55559602115,22858.977493263053,22617.153368582953,22422.03872030997,22240.40985836578,22049.279670712418,21856.938139450227,21687.227403890753,21548.31056158677,21423.84858858215,21295.799584721466,21169.48571287937,21069.900671071784,21013.34338044371,20988.2096505903,20967.85909971463,20939.745824756672,20916.368747639794
b 12 70,Shock kt,365116.53783780406,356207.6012414776,330805.74098043016,292670.0214388426,247384.71821416472,201442.35410381973,161049.27734710812,130536.08241455906,110598.89106465413,98150.63107829845,89099.78087889422,81174.1271673556,74160.09629787327,68549.75490461358,64340.15562969076,60887.712524234055,57547.50473472651,54170.02482196053,51017.580603743336,48350.39769389535,46145.201114666605,44181.80429651007,42310.753604552694,40572.88162858394,39082.56688308103,37850.89217653673,36754.65174604301,35662.047873298245,34550.86794322103,33496.195054053234,32564.398366639554,31740.81831034272,30962.82088454948,30202.038855598723,29493.587689612883,28885.292938408988,28373.82833783569,27903.511247094684,27424.085388979867,26936.797058630444,26479.989213817258,26077.853391065895,25714.16522229218,25358.037622483673,25005.452232927342,24685.29104784787,24424.204931324355,24213.517485972698,24017.420119700302,23811.12062240749,23603.515500830043,23420.26587222578,23270.167685767334,23135.64631677587,22997.30124805223,22860.892957290434,22753.358800428614,22692.25828949804,22665.08486451966,22643.125897416965,22612.842291975885,22587.670103788827
b 12 75,Shock kt,391945.49141608796,382384.77503667254,355123.99155886867,314195.7202727836,265590.46720637433,216272.9982688338,172901.6743180294,140125.4661966779,118699.40261997723,105320.47812609446,95600.98759949155,87098.96330544667,79580.05162199837,73568.25546397537,69058.25866036226,65358.9529626156,61778.44579460538,58156.24449452241,54773.56498690445,51909.74381844587,49540.509977720256,47430.46045631057,45419.68941822309,43552.00985546635,41950.041727734904,40625.766196823264,39447.24053997532,38273.23686384533,37079.91776161153,35947.72215786167,34947.760953855475,34064.279425771,33230.05251718938,32414.531957703985,31655.190285529916,31003.143452203123,30454.735077512203,29950.24614049891,29435.802481652456,28912.74480438464,28422.1987373551,27990.161255696876,27599.339714279802,27216.720389543643,26838.05465281761,26494.319080874142,26214.070571430693,25987.98243519944,25777.63078808535,25556.385763633836,25333.724079331627,25137.11014868554,24975.968115913638,24831.491618878004,24682.93023986463,24536.492928689633,24421.069543920563,24355.48523374748,24326.330795157486,24302.81657347155,24270.403466258977,24243.458411928397
b 12 80,Shock kt,418944.31137668993,408728.8211034098,379600.62818199856,335867.2335442862,283927.44234702794,231220.54664099662,184858.69348956694,149809.6185479746,126886.21077730421,112568.45976780195,102172.12467742318,93085.3313545132,85052.9083854445,78631.14576559945,73813.04685146722,69860.53042977507,66034.84922506126,62164.39507744176,58549.15058039287,55487.426574847064,52953.751903814446,50697.2526131834,48547.349177310745,46550.67741478971,44837.96914542387,43421.97493912925,42161.900313389146,40907.00217301665,39631.75701813106,38421.916147260716,37353.32107273265,36409.1607051126,35517.70041801787,34646.31160619308,33834.92801488671,33138.054448708004,32551.782445270797,32012.398803793094,31462.417080546555,30903.25407476013,30378.787191251606,29916.780240366978,29498.830183892398,29089.75706185494,28685.04948152177,28317.754576706335,28018.32022331168,27776.76432758553,27552.051861757052,27315.725797346688,27077.856706862283,26867.72641915616,26695.399361648208,26540.845333887017,26381.9669595592,26225.42068180509,26102.045730767037,26031.929244276358,26000.75644005613,25975.6589413533,25941.09719893198,25912.369456133183
b 12 85,Shock kt,446131.7791803557,435255.8920147302,404244.6989826571,357684.3218113775,302387.5897360036,246275.33637633212,196920.13316470763,159610.91970525778,135212.40777256564,119976.58158015124,108916.17455335421,99248.88684308554,90699.97806772537,83859.22811783016,78719.8670317382,74499.6797334801,70415.71563203709,66286.90443781765,62432.534640329206,59169.37976045169,56469.50619261967,54065.12656372029,51773.832751272734,49644.41059385843,47815.60308769538,46301.421764708524,44953.09660268051,43611.272104029325,42249.41342586834,40958.913830185644,39820.27646463947,38815.21597638256,37866.89988155726,36940.06204638014,36076.695742794844,35334.50418755145,34709.35868034627,34133.75154242384,33546.84305102858,32950.34157662715,32390.98776493203,31898.30739742263,31452.69784112025,31016.694949286117,30585.42730954542,30193.96393489686,29874.65117485775,29616.904224941256,29377.14710230325,29125.152855062217,28871.611808954272,28647.614693674943,28463.83395170471,28298.978158154194,28129.576625102534,27962.72448151911,27831.216008579937,27756.412693707167,27723.104884866272,27696.34830513352,27659.596921415123,27629.069913526477
b 12 90,Shock kt,473272.72405365214,461738.83458269434,428850.882576321,379470.8709358369,320821.39025754994,261299.64494366842,208934.22973420523,169335.5944412752,143428.96890854248,127249.9955634358,115512.97550021963,105263.1588653771,96203.0968028276,88953.62555146104,83505.62849165291,79029.79829602307,74696.54146735868,70314.06236487934,66221.06542829641,62754.22405546645,59885.30447686821,57331.55022457003,54899.925788755056,52641.80119687091,50703.63318181949,49099.71006973295,47671.93026744729,46251.06984608862,44808.71227368144,43441.489613500635,42234.64413722784,41168.896400297,40162.99183244119,39179.67611113815,38263.50081757254,37475.66689152444,36811.90336962622,36200.79322205091,35577.928354848635,34945.099644184396,34351.777902914415,33829.212761878465,33356.63486417006,32894.356378251614,32437.19593069281,32022.262338448003,31683.780247050603,31410.512965524988,31156.2881788047,30889.07254233858,30620.17351790635,30382.52209376916,30187.449008701933,30012.448048171438,29832.70105949742,29655.743562339572,29516.309108877864,29437.010587549972,29401.72336568427,29373.417353220746,29334.54164493777,29302.244513817684
b 13 55,Shock kt,271899.9298062689,265348.45978730934,246675.4647889301,218664.2029503444,185443.7049897982,151795.36404820805,122239.54937879412,99838.80375143579,84972.81095164313,75381.25860893965,68193.48633848767,61860.392176789814,56286.66349798514,51861.55236070379,48589.40673604771,45981.7890529402,43533.41444145328,41097.42128504136,38829.34891567885,36888.972787547216,35242.84950934821,33730.96398122576,32256.787062637944,30867.85337822383,29666.606231349488,28677.56797704271,27820.355241573394,26999.432571485355,26191.601873340383,25439.50347931846,24777.466404668543,24182.825043200774,23603.120665632614,23016.735810254828,22453.41063196436,21956.03449867472,21532.066247219158,21149.723414448,20777.636293078252,20417.41564040989,20093.317158530135,19816.057675419142,19565.797180445643,19313.163873568734,19051.026890053912,18799.65797442916,18581.343659875176,18395.54514089181,18223.074080479266,18051.836068533612,17891.851322621773,17762.124183845077,17666.131183736845,17585.819964899318,17501.004034460242,17410.540172366913,17330.738373955002,17274.094847042197,17234.39337728571,17195.858300537937,17154.461107221126,17124.999350130387
b 13 60,Shock kt,297270.04814850225,290110.9937366411,269705.99013739056,239095.6146429065,202790.52141493998,166013.75561031277,133702.97082398846,109204.14620034158,92935.57909026225,82433.73019256454,74565.29954092356,67636.31917123315,61539.530745181495,56698.045200292174,53116.248761008625,50261.15757707914,47581.16450721921,44915.69509728215,42434.42491282586,40311.92493832826,38511.89116714888,36859.61261049146,35249.39589697735,33732.687630646375,32420.938877264554,31340.71840469231,30404.24871523572,29507.288794075266,28624.56457056538,27802.668358850195,27079.134536946953,26429.28481663077,25795.88114041113,25155.292508567924,24539.913956073553,23996.50725630569,23533.20454959947,23115.33750240976,22708.68558819637,22315.005422125472,21960.76040504876,21657.64672033347,21384.02265391889,21107.84231894205,20821.322011963694,20546.578307037576,20307.933070996234,20104.809243210722,19916.279713367414,19729.14991265538,19554.3473218681,19412.59939616985,19307.692267529503,19219.92239502567,19127.255218167244,19028.431608157316,18941.237250862236,18879.30418041622,18835.857430872773,18793.698296641327,18748.44567379872,18716.255440286423
b 13 70,Shock kt,348291.59391651285,339910.25328172324,316021.08684683277,280182.75845155714,237674.36967224468,194608.43647786666,156763.05571170748,128054.50331437872,108976.96982572023,96655.42195063,87426.98455524024,79306.46941279565,72162.83713874174,66487.18068863451,62284.0771923084,58931.709889849895,55786.20788059776,52659.788307724244,49750.27287196029,47261.44292682207,45150.96206646598,43214.70859525541,41328.86315327135,39552.93181777975,38016.53406269995,36750.39496013212,35651.95856221869,34599.55568006534,33563.74816500776,32599.063894155483,31749.541378643462,30986.60777902559,30243.580145427724,29492.851336264343,28772.092551016198,28135.693866493722,27592.969838276775,27103.327797394402,26626.751587479444,26165.267531135756,25749.790243377953,25394.040427827444,25072.836963372596,24748.822870644304,24412.910485902656,24090.879523389067,23811.084349700403,23572.841318117724,23351.736197234477,23132.38387459854,22927.54470379719,22761.406834631653,22638.378840657464,22535.446566450155,22426.864398943144,22311.1266249663,22208.961175875625,22136.270970453446,22085.17072953811,22035.627213515145,21982.565697010246,21944.867328351706
