,value,period,hidisp_s,lodisp_s,hidisp_b,lodisp_b,category
b 3 35,49818.755673858665,11.18,,49818.755673858665,,,Lower 80% of displacements
b 3 35,43393.71288928728,10.25,,43393.71288928728,,,Lower 80% of displacements
b 3 40,33373.28961054313,159.0,,300961.88914280024,,,Lower 80% of displacements
b 3 40,291443.55407856917,123.0,,291443.55407856917,,,Lower 80% of displacements
b 3 40,264433.75637068594,61.5,,264433.75637068594,,,Lower 80% of displacements
b 3 40,224337.3840001684,41.0,,224337.3840001684,,,Lower 80% of displacements
b 3 40,177804.82477713225,30.75,,177804.82477713225,,,Lower 80% of displacements
b 3 40,132926.88430645873,24.6,,132926.88430645873,,,Lower 80% of displacements
b 3 40,98168.88864657706,20.5,,98168.88864657706,,,Lower 80% of displacements
b 3 40,79255.15238937551,17.57,,79255.15238937551,,,Lower 80% of displacements
b 3 40,73086.9270907434,15.37,,73086.9270907434,,,Lower 80% of displacements
b 3 40,70204.19506795068,13.67,,70204.19506795068,,,Lower 80% of displacements
b 3 40,64898.37836403864,12.3,,64898.37836403864,,,Lower 80% of displacements
b 3 40,57151.360238683774,11.18,,57151.360238683774,,,Lower 80% of displacements
b 3 40,49804.60654900361,10.25,,49804.60654900361,,,Lower 80% of displacements
b 3 45,35009.8286596201,159.0,,339412.4718852483,,,Lower 80% of displacements
b 3 45,328677.0531436659,123.0,,328677.0531436659,,,Lower 80% of displacements
b 3 45,298213.1486540039,61.5,,298213.1486540039,,,Lower 80% of displacements
b 3 45,252987.62313475503,41.0,,252987.62313475503,,,Lower 80% of displacements
b 3 45,200499.32174339582,30.75,,200499.32174339582,,,Lower 80% of displacements
b 3 45,149871.7676592022,24.6,,149871.7676592022,,,Lower 80% of displacements
b 3 45,110654.14182707692,20.5,,110654.14182707692,,,Lower 80% of displacements
b 3 45,89313.31946783006,17.57,,89313.31946783006,,,Lower 80% of displacements
b 3 45,82363.67933319921,15.37,,82363.67933319921,,,Lower 80% of displacements
b 3 45,79128.13884528606,13.67,,79128.13884528606,,,Lower 80% of displacements
b 3 45,73160.3969448958,12.3,,73160.3969448958,,,Lower 80% of displacements
b 3 45,64438.22371918954,11.18,,64438.22371918954,,,Lower 80% of displacements
b 3 45,56166.64759595055,10.25,,56166.64759595055,,,Lower 80% of displacements
b 3 50,36835.05666381256,159.0,,378157.69682280754,,,Lower 80% of displacements
b 3 50,366197.87755991315,123.0,,366197.87755991315,,,Lower 80% of displacements
b 3 50,332259.14391983725,61.5,,332259.14391983725,,,Lower 80% of displacements
b 3 50,281873.8657827202,41.0,,281873.8657827202,,,Lower 80% of displacements
b 3 50,223394.7108484445,30.75,,223394.7108484445,,,Lower 80% of displacements
b 3 50,166984.20262740718,24.6,,166984.20262740718,,,Lower 80% of displacements
b 3 50,123280.34011702312,20.5,,123280.34011702312,,,Lower 80% of displacements
b 3 50,99492.70766246997,17.57,,99492.70766246997,,,Lower 80% of displacements
b 3 50,91746.7359876071,15.37,,91746.7359876071,,,Lower 80% of displacements
b 3 50,88146.85927381764,13.67,,88146.85927381764,,,Lower 80% of displacements
b 3 50,81505.66996946484,12.3,,81505.66996946484,,,Lower 80% of displacements
b 3 50,71794.45953101786,11.18,,71794.45953101786,,,Lower 80% of displacements
b 3 50,62582.07613996932,10.25,,62582.07613996932,,,Lower 80% of displacements
b 4 5,22857.894325549678,159.0,,35543.65144264647,,,Lower 80% of displacements
b 4 5,34460.68262194394,123.0,,34460.68262194394,,,Lower 80% of displacements
b 4 5,31382.80848322416,61.5,,31382.80848322416,,,Lower 80% of displacements
b 4 5,26797.7226514106,41.0,,26797.7226514106,,,Lower 80% of displacements
b 4 5,21441.62805298839,30.75,,21441.62805298839,,,Lower 80% of displacements
b 4 5,16208.340237580289,24.6,,16208.340237580289,,,Lower 80% of displacements
b 4 5,12033.425226457872,20.5,,12033.425226457872,,,Lower 80% of displacements
b 4 5,9595.874166708398,17.57,,9595.874166708398,,,Lower 80% of displacements
b 4 5,8692.26440630263,15.37,,8692.26440630263,,,Lower 80% of displacements
b 4 5,8325.75326687817,13.67,,8325.75326687817,,,Lower 80% of displacements
b 4 5,7772.831839699569,12.3,,7772.831839699569,,,Lower 80% of displacements
b 4 5,6936.272196628897,11.18,,6936.272196628897,,,Lower 80% of displacements
b 4 5,6076.924358957431,10.25,,6076.924358957431,,,Lower 80% of displacements
b 4 10,24655.66637039509,159.0,,71262.70718849618,,,Lower 80% of displacements
b 4 10,69093.08075034953,123.0,,69093.08075034953,,,Lower 80% of displacements
b 4 10,62926.79443132656,61.5,,62926.79443132656,,,Lower 80% of displacements
b 4 10,53740.7798821523,41.0,,53740.7798821523,,,Lower 80% of displacements
b 4 10,43009.87199513846,30.75,,43009.87199513846,,,Lower 80% of displacements
b 4 10,32524.692436169356,24.6,,32524.692436169356,,,Lower 80% of displacements
b 4 10,24158.98062088899,20.5,,24158.98062088899,,,Lower 80% of displacements
b 4 10,19271.32695061726,17.57,,19271.32695061726,,,Lower 80% of displacements
b 4 10,17454.428302526372,15.37,,17454.428302526372,,,Lower 80% of displacements
b 4 10,16713.922327265907,13.67,,16713.922327265907,,,Lower 80% of displacements
b 4 10,15599.799719671419,12.3,,15599.799719671419,,,Lower 80% of displacements
b 4 10,13914.515344778443,11.18,,13914.515344778443,,,Lower 80% of displacements
b 4 10,12179.015733606775,10.25,,12179.015733606775,,,Lower 80% of displacements
b 4 15,26096.84251198054,159.0,,107333.07933138212,,,Lower 80% of displacements
b 4 15,104066.96986932524,123.0,,104066.96986932524,,,Lower 80% of displacements
b 4 15,94784.34135594884,61.5,,94784.34135594884,,,Lower 80% of displacements
b 4 15,80955.75468914125,41.0,,80955.75468914125,,,Lower 80% of displacements
b 4 15,64801.222732696886,30.75,,64801.222732696886,,,Lower 80% of displacements
b 4 15,49015.84039358947,24.6,,49015.84039358947,,,Lower 80% of displacements
b 4 15,36418.86738003598,20.5,,36418.86738003598,,,Lower 80% of displacements
b 4 15,29053.437996516095,17.57,,29053.437996516095,,,Lower 80% of displacements
b 4 15,26308.74103726655,15.37,,26308.74103726655,,,Lower 80% of displacements
b 4 15,25188.073340622126,13.67,,25188.073340622126,,,Lower 80% of displacements
b 4 15,23509.693151400814,12.3,,23509.693151400814,,,Lower 80% of displacements
b 4 15,20974.557741543107,11.18,,20974.557741543107,,,Lower 80% of displacements
b 4 15,18364.8002629117,10.25,,18364.8002629117,,,Lower 80% of displacements
b 4 20,27062.059010993646,159.0,,143291.13978982344,,,Lower 80% of displacements
b 4 20,138927.55793108317,123.0,,138927.55793108317,,,Lower 80% of displacements
b 4 20,126525.42885112898,61.5,,126525.42885112898,,,Lower 80% of displacements
b 4 20,108048.36391153304,41.0,,108048.36391153304,,,Lower 80% of displacements
b 4 20,86460.68463995971,30.75,,86460.68463995971,,,Lower 80% of displacements
b 4 20,65361.701631574615,24.6,,65361.701631574615,,,Lower 80% of displacements
b 4 20,48520.4255079086,20.5,,48520.4255079086,,,Lower 80% of displacements
b 4 20,38678.40488443851,17.57,,38678.40488443851,,,Lower 80% of displacements
b 4 20,35028.15034043532,15.37,,35028.15034043532,,,Lower 80% of displacements
b 4 20,33554.806758200684,13.67,,33554.806758200684,,,Lower 80% of displacements
b 4 20,31334.36357596597,12.3,,31334.36357596597,,,Lower 80% of displacements
b 4 20,27967.22380894081,11.18,,27967.22380894081,,,Lower 80% of displacements
b 4 20,24500.530722473915,10.25,,24500.530722473915,,,Lower 80% of displacements
b 4 25,28476.951084541324,159.0,,179622.88518799277,,,Lower 80% of displacements
b 4 25,174153.29914283738,123.0,,174153.29914283738,,,Lower 80% of displacements
b 4 25,158607.57855311502,61.5,,158607.57855311502,,,Lower 80% of displacements
b 4 25,135446.7512288048,41.0,,135446.7512288048,,,Lower 80% of displacements
b 4 25,108386.23965344254,30.75,,108386.23965344254,,,Lower 80% of displacements
b 4 25,81937.84981761343,24.6,,81937.84981761343,,,Lower 80% of displacements
b 4 25,60827.22052224614,20.5,,60827.22052224614,,,Lower 80% of displacements
b 4 25,48493.3378405554,17.57,,48493.3378405554,,,Lower 80% of displacements
b 4 25,43924.94626332744,15.37,,43924.94626332744,,,Lower 80% of displacements
b 4 25,42087.250058170895,13.67,,42087.250058170895,,,Lower 80% of displacements
b 4 25,39312.67681222326,12.3,,39312.67681222326,,,Lower 80% of displacements
b 4 25,35098.34292744039,11.18,,35098.34292744039,,,Lower 80% of displacements
b 4 25,30754.43396354573,10.25,,30754.43396354573,,,Lower 80% of displacements
b 4 30,30234.5984618589,159.0,,216136.7854793673,,,Lower 80% of displacements
b 4 30,209557.12226430746,123.0,,209557.12226430746,,,Lower 80% of displacements
b 4 30,190856.04816913843,61.5,,190856.04816913843,,,Lower 80% of displacements
b 4 30,162993.2728931638,41.0,,162993.2728931638,,,Lower 80% of displacements
b 4 30,130437.06078238979,30.75,,130437.06078238979,,,Lower 80% of displacements
b 4 30,98613.3350347409,24.6,,98613.3350347409,,,Lower 80% of displacements
b 4 30,73205.3564668545,20.5,,73205.3564668545,,,Lower 80% of displacements
b 4 30,58351.835561380016,17.57,,58351.835561380016,,,Lower 80% of displacements
b 4 30,52844.26210934019,15.37,,52844.26210934019,,,Lower 80% of displacements
b 4 30,50629.90236196315,13.67,,50629.90236196315,,,Lower 80% of displacements
b 4 30,47292.67941161176,12.3,,47292.67941161176,,,Lower 80% of displacements
b 4 30,42222.85428825545,11.18,,42222.85428825545,,,Lower 80% of displacements
b 4 30,36993.99829710964,10.25,,36993.99829710964,,,Lower 80% of displacements
b 4 35,32504.641256174335,159.0,,252440.57593022086,,,Lower 80% of displacements
b 4 35,244753.17389408726,123.0,,244753.17389408726,,,Lower 80% of displacements
b 4 35,222903.51796441287,61.5,,222903.51796441287,,,Lower 80% of displacements
b 4 35,190349.4883241627,41.0,,190349.4883241627,,,Lower 80% of displacements
b 4 35,152312.18490210111,30.75,,152312.18490210111,,,Lower 80% of displacements
b 4 35,115133.86371605427,24.6,,115133.86371605427,,,Lower 80% of displacements
b 4 35,85462.10666795078,20.5,,85462.10666795078,,,Lower 80% of displacements
b 4 35,68140.7371896913,17.57,,68140.7371896913,,,Lower 80% of displacements
b 4 35,61747.75086024778,15.37,,61747.75086024778,,,Lower 80% of displacements
b 4 35,59190.43336792269,13.67,,59190.43336792269,,,Lower 80% of displacements
b 4 35,55301.644689399516,12.3,,55301.644689399516,,,Lower 80% of displacements
b 4 35,49367.86968106971,11.18,,49367.86968106971,,,Lower 80% of displacements
b 4 35,43228.39114996786,10.25,,43228.39114996786,,,Lower 80% of displacements
b 4 40,34124.80230908539,159.0,,289503.58651060687,,,Lower 80% of displacements
b 4 40,280690.90449718,123.0,,280690.90449718,,,Lower 80% of displacements
b 4 40,255642.7762852188,61.5,,255642.7762852188,,,Lower 80% of displacements
b 4 40,218322.89304121464,41.0,,218322.89304121464,,,Lower 80% of displacements
b 4 40,174716.02302462456,30.75,,174716.02302462456,,,Lower 80% of displacements
b 4 40,132091.58541475938,24.6,,132091.58541475938,,,Lower 80% of displacements
b 4 40,98067.26776656348,20.5,,98067.26776656348,,,Lower 80% of displacements
b 4 40,78192.40788145644,17.57,,78192.40788145644,,,Lower 80% of displacements
b 4 40,70842.50497732752,15.37,,70842.50497732752,,,Lower 80% of displacements
b 4 40,67897.22968518485,13.67,,67897.22968518485,,,Lower 80% of displacements
b 4 40,63433.947336905185,12.3,,63433.947336905185,,,Lower 80% of displacements
b 4 40,56630.93986558672,11.18,,56630.93986558672,,,Lower 80% of displacements
b 4 40,49593.6684481455,10.25,,49593.6684481455,,,Lower 80% of displacements
b 4 45,34678.74058670725,159.0,,326582.08771856705,,,Lower 80% of displacements
b 4 45,316639.0439448568,123.0,,316639.0439448568,,,Lower 80% of displacements
b 4 45,288377.88680153125,61.5,,288377.88680153125,,,Lower 80% of displacements
b 4 45,246270.07532384037,41.0,,246270.07532384037,,,Lower 80% of displacements
b 4 45,197067.1041168233,30.75,,197067.1041168233,,,Lower 80% of displacements
b 4 45,148970.18898462979,24.6,,148970.18898462979,,,Lower 80% of displacements
b 4 45,110575.87294463303,20.5,,110575.87294463303,,,Lower 80% of displacements
b 4 45,88152.47973849402,17.57,,88152.47973849402,,,Lower 80% of displacements
b 4 45,79872.10160265525,15.37,,79872.10160265525,,,Lower 80% of displacements
b 4 45,76566.64852419666,13.67,,76566.64852419666,,,Lower 80% of displacements
b 4 45,71549.32761178637,12.3,,71549.32761178637,,,Lower 80% of displacements
b 4 45,63893.958843852546,11.18,,63893.958843852546,,,Lower 80% of displacements
b 4 45,55977.58702611889,10.25,,55977.58702611889,,,Lower 80% of displacements
b 4 50,36199.32369795599,159.0,,363782.46065724344,,,Lower 80% of displacements
b 4 50,352706.48355455074,123.0,,352706.48355455074,,,Lower 80% of displacements
b 4 50,321224.7837252009,61.5,,321224.7837252009,,,Lower 80% of displacements
b 4 50,274317.1893179494,41.0,,274317.1893179494,,,Lower 80% of displacements
b 4 50,219502.9200872357,30.75,,219502.9200872357,,,Lower 80% of displacements
b 4 50,165916.4124705541,24.6,,165916.4124705541,,,Lower 80% of displacements
b 4 50,123135.18145239385,20.5,,123135.18145239385,,,Lower 80% of displacements
b 4 50,98150.19995023611,17.57,,98150.19995023611,,,Lower 80% of displacements
b 4 50,88933.92447621941,15.37,,88933.92447621941,,,Lower 80% of displacements
b 4 50,85268.59054609222,13.67,,85268.59054609222,,,Lower 80% of displacements
b 4 50,79697.63120160585,12.3,,79697.63120160585,,,Lower 80% of displacements
b 4 50,71186.0530025081,11.18,,71186.0530025081,,,Lower 80% of displacements
b 4 50,62380.46527730363,10.25,,62380.46527730363,,,Lower 80% of displacements
b 5 5,22824.51978771884,159.0,,34165.26609815594,,,Lower 80% of displacements
b 5 5,33160.77399935038,123.0,,33160.77399935038,,,Lower 80% of displacements
b 5 5,30302.26386944083,61.5,,30302.26386944083,,,Lower 80% of displacements
b 5 5,26031.58167031773,41.0,,26031.58167031773,,,Lower 80% of displacements
b 5 5,21015.147796483445,30.75,,21015.147796483445,,,Lower 80% of displacements
b 5 5,16059.423259163997,24.6,,16059.423259163997,,,Lower 80% of displacements
b 5 5,12005.591017314631,20.5,,12005.591017314631,,,Lower 80% of displacements
b 5 5,9492.165649987312,17.57,,9492.165649987312,,,Lower 80% of displacements
b 5 5,8445.82430222391,15.37,,8445.82430222391,,,Lower 80% of displacements
b 5 5,8038.640662993295,13.67,,8038.640662993295,,,Lower 80% of displacements
b 5 5,7559.018802841048,12.3,,7559.018802841048,,,Lower 80% of displacements
b 5 5,6835.249864299543,11.18,,6835.249864299543,,,Lower 80% of displacements
b 5 5,6044.947222104623,10.25,,6044.947222104623,,,Lower 80% of displacements
b 5 10,24441.157838699357,159.0,,68608.82716945127,,,Lower 80% of displacements
b 5 10,66594.16115733873,123.0,,66594.16115733873,,,Lower 80% of displacements
b 5 10,60860.90649795384,61.5,,60860.90649795384,,,Lower 80% of displacements
b 5 10,52295.07940666743,41.0,,52295.07940666743,,,Lower 80% of displacements
b 5 10,42233.018562586934,30.75,,42233.018562586934,,,Lower 80% of displacements
b 5 10,32291.63156715165,24.6,,32291.63156715165,,,Lower 80% of displacements
b 5 10,24156.372393462414,20.5,,24156.372393462414,,,Lower 80% of displacements
b 5 10,19105.07354298083,17.57,,19105.07354298083,,,Lower 80% of displacements
b 5 10,16992.32634018837,15.37,,16992.32634018837,,,Lower 80% of displacements
b 5 10,16164.342611210712,13.67,,16164.342611210712,,,Lower 80% of displacements
b 5 10,15195.478848699035,12.3,,15195.478848699035,,,Lower 80% of displacements
b 5 10,13738.480074666755,11.18,,13738.480074666755,,,Lower 80% of displacements
b 5 10,12146.678693607162,10.25,,12146.678693607162,,,Lower 80% of displacements
b 5 15,26557.444552502046,159.0,103099.65789636827,,,,Upper 20% of displacements
b 5 15,100073.48381651034,123.0,100073.48381651034,,,,Upper 20% of displacements
b 5 15,91461.53954745384,61.5,91461.53954745384,,,,Upper 20% of displacements
b 5 15,78594.18270728158,41.0,78594.18270728158,,,,Upper 20% of displacements
b 5 15,63477.95929241779,30.75,63477.95929241779,,,,Upper 20% of displacements
b 5 15,48540.70182497444,24.6,48540.70182497444,,,,Upper 20% of displacements
b 5 15,36313.22374873263,20.5,36313.22374873263,,,,Upper 20% of displacements
b 5 15,28715.35728142448,17.57,28715.35728142448,,,,Upper 20% of displacements
b 5 15,25532.391179665694,15.37,25532.391179665694,,,,Upper 20% of displacements
b 5 15,24282.730843120135,13.67,24282.730843120135,,,,Upper 20% of displacements
b 5 15,22822.43170405497,12.3,22822.43170405497,,,,Upper 20% of displacements
b 5 15,20626.27579405389,11.18,20626.27579405389,,,,Upper 20% of displacements
b 5 15,18223.464333536118,10.25,18223.464333536118,,,,Upper 20% of displacements
b 5 20,26659.457756658045,159.0,,137963.42864780934,,,Lower 80% of displacements
b 5 20,133911.85540523077,123.0,,133911.85540523077,,,Lower 80% of displacements
